marks,year,caste,list,subject,cutoff,result
70,2020,Open,3rd,PMS,,
60,2020,OBC,3rd,PMS,,
65,2020,VJ-A,3rd,PMS,,
49,2020,VJ-A,3rd,PMS,,
96,2020,SC,3rd,PMS,,
98,2020,Open,3rd,PMS,,
39,2020,NT-B,3rd,PMS,,
94,2020,OBC,3rd,PMS,,
57,2020,SEBC,3rd,PMS,,
83,2020,NT-C,3rd,PMS,,
78,2020,ST,3rd,PMS,,
60,2020,Open,3rd,PMS,,
82,2020,SBC,3rd,PMS,,
97,2020,NT-D,3rd,PMS,,
73,2020,ST,3rd,PMS,,
72,2020,SEBC,3rd,PMS,,
52,2020,EBC,3rd,PMS,,
92,2020,EBC,3rd,PMS,,
42,2020,EBC,3rd,PMS,,
82,2020,SEBC,3rd,PMS,,
99,2020,SBC,3rd,PMS,,
62,2020,VJ-A,3rd,PMS,,
52,2020,EBC,3rd,PMS,,
79,2020,NT-B,3rd,PMS,,
54,2020,EBC,3rd,PMS,,
69,2020,NT-C,3rd,PMS,,
84,2020,NT-D,3rd,PMS,,
62,2020,OBC,3rd,PMS,,
73,2020,EBC,3rd,PMS,,
75,2020,NT-B,3rd,PMS,,
95,2020,SEBC,3rd,PMS,,
78,2020,EBC,3rd,PMS,,
83,2020,Open,3rd,PMS,,
96,2020,OBC,3rd,PMS,,
36,2020,SEBC,3rd,PMS,,
49,2020,SC,3rd,PMS,,
51,2020,OBC,3rd,PMS,,
42,2020,Open,3rd,PMS,,
82,2020,NT-D,3rd,PMS,,
39,2020,SEBC,3rd,PMS,,
80,2020,OBC,3rd,PMS,,
80,2020,ST,3rd,PMS,,
63,2020,OBC,3rd,PMS,,
58,2020,SC,3rd,PMS,,
94,2020,ST,3rd,PMS,,
65,2020,NT-B,3rd,PMS,,
93,2020,NT-C,3rd,PMS,,
81,2020,OBC,3rd,PMS,,
36,2020,NT-C,3rd,PMS,,
94,2020,SC,3rd,PMS,,
59,2020,SBC,3rd,PMS,,
36,2020,Open,3rd,PMS,,
41,2020,EBC,3rd,PMS,,
86,2020,OBC,3rd,PMS,,
86,2020,ST,3rd,PMS,,
52,2020,ST,3rd,PMS,,
35,2020,NT-D,3rd,PMS,,
94,2020,SEBC,3rd,PMS,,
65,2020,NT-C,3rd,PMS,,
58,2020,ST,3rd,PMS,,
41,2020,NT-B,3rd,PMS,,
100,2020,ST,3rd,PMS,,
56,2020,VJ-A,3rd,PMS,,
67,2020,NT-B,3rd,PMS,,
44,2020,VJ-A,3rd,PMS,,
86,2020,SC,3rd,PMS,,
74,2020,ST,3rd,PMS,,
82,2020,ST,3rd,PMS,,
77,2020,NT-D,3rd,PMS,,
47,2020,NT-C,3rd,PMS,,
92,2020,NT-D,3rd,PMS,,
53,2020,NT-B,3rd,PMS,,
55,2020,SC,3rd,PMS,,
47,2020,SEBC,3rd,PMS,,
52,2020,OBC,3rd,PMS,,
38,2020,OBC,3rd,PMS,,
96,2020,NT-B,3rd,PMS,,
75,2020,NT-D,3rd,PMS,,
64,2020,NT-B,3rd,PMS,,
35,2020,ST,3rd,PMS,,
80,2020,Open,3rd,PMS,,
60,2020,EBC,3rd,PMS,,
66,2020,SC,3rd,PMS,,
64,2020,SBC,3rd,PMS,,
71,2020,VJ-A,3rd,PMS,,
50,2020,NT-D,3rd,PMS,,
42,2020,OBC,3rd,PMS,,
38,2020,SEBC,3rd,PMS,,
39,2020,Open,3rd,PMS,,
55,2020,EBC,3rd,PMS,,
73,2020,SEBC,3rd,PMS,,
82,2020,OBC,3rd,PMS,,
43,2020,SC,3rd,PMS,,
62,2020,NT-B,3rd,PMS,,
52,2020,Open,3rd,PMS,,
94,2020,EBC,3rd,PMS,,
63,2020,SBC,3rd,PMS,,
97,2020,NT-B,3rd,PMS,,
85,2020,EBC,3rd,PMS,,
95,2020,Open,3rd,PMS,,
52,2020,VJ-A,3rd,PMS,,
73,2020,VJ-A,3rd,PMS,,
70,2020,NT-C,3rd,PMS,,
57,2020,EBC,3rd,PMS,,
79,2020,OBC,3rd,PMS,,
36,2020,EBC,3rd,PMS,,
50,2020,ST,3rd,PMS,,
72,2020,SEBC,3rd,PMS,,
41,2020,VJ-A,3rd,PMS,,
38,2020,SEBC,3rd,PMS,,
89,2020,VJ-A,3rd,PMS,,
89,2020,SEBC,3rd,PMS,,
87,2020,NT-B,3rd,PMS,,
94,2020,ST,3rd,PMS,,
40,2020,SEBC,3rd,PMS,,
58,2020,SEBC,3rd,PMS,,
45,2020,SEBC,3rd,PMS,,
37,2020,NT-B,3rd,PMS,,
80,2020,SC,3rd,PMS,,
57,2020,EBC,3rd,PMS,,
89,2020,VJ-A,3rd,PMS,,
73,2020,SEBC,3rd,PMS,,
36,2020,SEBC,3rd,PMS,,
56,2020,ST,3rd,PMS,,
65,2020,SBC,3rd,PMS,,
87,2020,OBC,3rd,PMS,,
70,2020,NT-D,3rd,PMS,,
42,2020,EBC,3rd,PMS,,
65,2020,SC,3rd,PMS,,
70,2020,SBC,3rd,PMS,,
68,2020,Open,3rd,PMS,,
47,2020,NT-C,3rd,PMS,,
59,2020,NT-B,3rd,PMS,,
48,2020,NT-C,3rd,PMS,,
68,2020,VJ-A,3rd,PMS,,
35,2020,SEBC,3rd,PMS,,
92,2020,NT-D,3rd,PMS,,
66,2020,VJ-A,3rd,PMS,,
86,2020,EBC,3rd,PMS,,
90,2020,SC,3rd,PMS,,
47,2020,SC,3rd,PMS,,
49,2020,SC,3rd,PMS,,
43,2020,SEBC,3rd,PMS,,
95,2020,NT-D,3rd,PMS,,
93,2020,OBC,3rd,PMS,,
51,2020,SBC,3rd,PMS,,
66,2020,OBC,3rd,PMS,,
89,2020,NT-B,3rd,PMS,,
49,2020,OBC,3rd,PMS,,
49,2020,VJ-A,3rd,PMS,,
49,2020,NT-C,3rd,PMS,,
58,2020,OBC,3rd,PMS,,
74,2020,SEBC,3rd,PMS,,
50,2020,SEBC,3rd,PMS,,
91,2020,NT-C,3rd,PMS,,
41,2020,Open,3rd,PMS,,
94,2020,NT-C,3rd,PMS,,
100,2020,SBC,3rd,PMS,,
70,2020,ST,3rd,PMS,,
35,2020,Open,3rd,PMS,,
75,2020,Open,3rd,PMS,,
40,2020,SBC,3rd,PMS,,
91,2020,OBC,3rd,PMS,,
59,2020,SEBC,3rd,PMS,,
73,2020,Open,3rd,PMS,,
56,2020,EBC,3rd,PMS,,
88,2020,SEBC,3rd,PMS,,
78,2020,NT-D,3rd,PMS,,
90,2020,SBC,3rd,PMS,,
38,2020,NT-B,3rd,PMS,,
77,2020,EBC,3rd,PMS,,
76,2020,EBC,3rd,PMS,,
70,2020,VJ-A,3rd,PMS,,
50,2020,EBC,3rd,PMS,,
92,2020,SEBC,3rd,PMS,,
67,2020,SEBC,3rd,PMS,,
85,2020,SC,3rd,PMS,,
91,2020,NT-D,3rd,PMS,,
36,2020,NT-D,3rd,PMS,,
69,2020,SBC,3rd,Comp-Sci,,
43,2021,SEBC,1st,Comp-Sci,,
57,2021,SEBC,1st,Comp-Sci,,
60,2021,EBC,1st,Comp-Sci,,
80,2021,SC,1st,Comp-Sci,,
100,2021,SC,1st,Comp-Sci,,
73,2021,Open,1st,Comp-Sci,,
73,2021,Open,1st,Comp-Sci,,
98,2021,SEBC,1st,Comp-Sci,,
87,2021,NT-B,1st,Comp-Sci,,
77,2021,EBC,1st,Comp-Sci,,
56,2021,SEBC,1st,Comp-Sci,,
66,2021,SEBC,1st,Comp-Sci,,
69,2021,Open,1st,Comp-Sci,,
99,2021,Open,1st,Comp-Sci,,
55,2021,NT-C,1st,Comp-Sci,,
88,2021,VJ-A,1st,Comp-Sci,,
83,2021,NT-D,1st,Comp-Sci,,
36,2021,EBC,1st,Comp-Sci,,
59,2021,ST,1st,Comp-Sci,,
81,2021,SEBC,1st,Comp-Sci,,
53,2021,VJ-A,1st,Comp-Sci,,
86,2021,SC,1st,Comp-Sci,,
96,2021,VJ-A,1st,Comp-Sci,,
86,2021,NT-B,1st,Comp-Sci,,
62,2021,SBC,1st,Comp-Sci,,
47,2021,SC,1st,Comp-Sci,,
76,2021,VJ-A,1st,Comp-Sci,,
75,2021,ST,1st,Comp-Sci,,
44,2021,SEBC,1st,Comp-Sci,,
46,2021,SEBC,1st,Comp-Sci,,
79,2021,SEBC,1st,Comp-Sci,,
72,2021,OBC,1st,Comp-Sci,,
52,2021,EBC,1st,Comp-Sci,,
40,2021,NT-C,1st,Comp-Sci,,
89,2021,VJ-A,1st,Comp-Sci,,
67,2021,NT-D,1st,Comp-Sci,,
64,2021,OBC,1st,Comp-Sci,,
36,2021,ST,1st,Comp-Sci,,
82,2021,Open,1st,Comp-Sci,,
65,2021,NT-C,1st,Comp-Sci,,
50,2021,Open,1st,Comp-Sci,,
64,2021,SEBC,1st,Comp-Sci,,
64,2021,SC,1st,Comp-Sci,,
86,2021,SC,1st,Comp-Sci,,
59,2021,SEBC,1st,Comp-Sci,,
45,2021,OBC,1st,Comp-Sci,,
52,2021,NT-D,1st,Comp-Sci,,
65,2021,OBC,1st,Comp-Sci,,
47,2021,NT-D,1st,Comp-Sci,,
42,2021,SBC,1st,Comp-Sci,,
95,2021,ST,1st,Comp-Sci,,
79,2021,NT-D,1st,Comp-Sci,,
86,2021,NT-C,1st,Comp-Sci,,
99,2021,Open,1st,Comp-Sci,,
53,2021,EBC,1st,Comp-Sci,,
46,2021,SBC,1st,Comp-Sci,,
86,2021,Open,1st,Comp-Sci,,
84,2021,EBC,1st,Comp-Sci,,
48,2021,OBC,1st,Comp-Sci,,
43,2021,EBC,1st,Comp-Sci,,
71,2021,ST,1st,Comp-Sci,,
83,2021,ST,1st,Comp-Sci,,
67,2021,VJ-A,1st,Comp-Sci,,
77,2021,OBC,1st,Comp-Sci,,
92,2021,OBC,1st,Comp-Sci,,
47,2021,NT-B,1st,Comp-Sci,,
65,2021,Open,1st,Comp-Sci,,
38,2021,Open,1st,Comp-Sci,,
59,2021,NT-C,1st,Comp-Sci,,
53,2021,EBC,1st,Comp-Sci,,
84,2021,NT-B,1st,Comp-Sci,,
94,2021,EBC,1st,Comp-Sci,,
95,2021,SBC,1st,Comp-Sci,,
44,2021,NT-C,1st,Comp-Sci,,
92,2021,NT-B,1st,Comp-Sci,,
53,2021,VJ-A,1st,Comp-Sci,,
56,2021,NT-C,1st,Comp-Sci,,
95,2021,ST,1st,Comp-Sci,,
49,2021,ST,1st,Comp-Sci,,
35,2021,NT-D,1st,Comp-Sci,,
96,2021,EBC,1st,Comp-Sci,,
41,2021,Open,1st,Comp-Sci,,
98,2021,NT-D,1st,Comp-Sci,,
46,2021,NT-C,1st,Comp-Sci,,
99,2021,NT-C,1st,Comp-Sci,,
41,2021,NT-D,1st,Comp-Sci,,
63,2021,NT-C,1st,Comp-Sci,,
98,2021,OBC,1st,Comp-Sci,,
45,2021,SBC,1st,Comp-Sci,,
77,2021,NT-D,1st,Comp-Sci,,
83,2021,SC,1st,Comp-Sci,,
43,2021,OBC,1st,Comp-Sci,,
79,2021,ST,1st,Comp-Sci,,
70,2021,SEBC,1st,Comp-Sci,,
75,2021,OBC,1st,Comp-Sci,,
85,2021,NT-C,1st,Comp-Sci,,
62,2021,SEBC,1st,Comp-Sci,,
64,2021,ST,1st,Comp-Sci,,
36,2021,VJ-A,1st,Comp-Sci,,
48,2021,VJ-A,1st,Comp-Sci,,
50,2021,NT-C,1st,Comp-Sci,,
70,2021,SBC,1st,Comp-Sci,,
56,2021,ST,1st,Comp-Sci,,
61,2021,SBC,1st,Comp-Sci,,
67,2021,NT-B,1st,Comp-Sci,,
89,2021,SBC,1st,Comp-Sci,,
73,2021,OBC,1st,Comp-Sci,,
41,2021,OBC,1st,Comp-Sci,,
49,2021,ST,1st,Comp-Sci,,
70,2021,SC,1st,Comp-Sci,,
78,2021,NT-C,1st,Comp-Sci,,
93,2021,NT-D,1st,Comp-Sci,,
75,2021,NT-D,1st,Comp-Sci,,
88,2021,ST,1st,Comp-Sci,,
73,2021,SEBC,1st,Comp-Sci,,
46,2021,SEBC,1st,Comp-Sci,,
72,2021,SBC,1st,Comp-Sci,,
89,2021,ST,1st,Comp-Sci,,
82,2021,EBC,1st,Comp-Sci,,
73,2021,NT-C,1st,Comp-Sci,,
93,2021,EBC,1st,Comp-Sci,,
35,2021,SBC,1st,Comp-Sci,,
88,2021,NT-B,1st,Comp-Sci,,
89,2021,NT-B,1st,Comp-Sci,,
81,2021,NT-B,1st,Comp-Sci,,
100,2021,NT-C,1st,Comp-Sci,,
91,2021,NT-B,1st,Comp-Sci,,
79,2021,ST,1st,Comp-Sci,,
61,2021,SEBC,1st,Comp-Sci,,
86,2021,SC,1st,Comp-Sci,,
99,2021,NT-B,1st,Comp-Sci,,
63,2021,NT-D,1st,Comp-Sci,,
71,2021,SEBC,1st,Comp-Sci,,
36,2021,SC,1st,Comp-Sci,,
93,2021,Open,1st,Comp-Sci,,
49,2021,SBC,1st,Comp-Sci,,
36,2021,OBC,1st,Comp-Sci,,
58,2021,Open,1st,Comp-Sci,,
91,2021,Open,1st,Comp-Sci,,
42,2021,EBC,1st,Comp-Sci,,
43,2021,NT-D,1st,Comp-Sci,,
35,2021,OBC,1st,Comp-Sci,,
100,2021,ST,1st,Comp-Sci,,
84,2021,SC,1st,Comp-Sci,,
69,2021,ST,1st,Comp-Sci,,
63,2021,Open,1st,Comp-Sci,,
66,2021,SEBC,1st,Comp-Sci,,
84,2021,NT-B,1st,Comp-Sci,,
96,2021,OBC,1st,Comp-Sci,,
78,2021,SC,1st,Comp-Sci,,
78,2021,VJ-A,1st,Comp-Sci,,
45,2021,SC,1st,Comp-Sci,,
47,2021,NT-B,1st,Comp-Sci,,
44,2021,SC,1st,Comp-Sci,,
62,2021,SC,1st,Comp-Sci,,
87,2021,SEBC,1st,Comp-Sci,,
46,2021,NT-C,1st,Comp-Sci,,
42,2021,NT-C,1st,Comp-Sci,,
75,2021,ST,1st,Comp-Sci,,
63,2021,OBC,1st,Comp-Sci,,
96,2021,SBC,1st,Comp-Sci,,
65,2021,EBC,1st,Comp-Sci,,
84,2021,SEBC,1st,Comp-Sci,,
86,2021,SC,1st,Comp-Sci,,
92,2021,NT-B,1st,Comp-Sci,,
92,2021,NT-D,1st,Comp-Sci,,
44,2021,NT-C,1st,Comp-Sci,,
85,2021,VJ-A,1st,Comp-Sci,,
83,2021,Open,1st,Comp-Sci,,
69,2021,Open,1st,Comp-Sci,,
44,2021,SEBC,1st,Comp-Sci,,
93,2021,ST,1st,Comp-Sci,,
38,2021,EBC,1st,Comp-Sci,,
100,2021,NT-B,1st,Comp-Sci,,
69,2021,Open,1st,Comp-Sci,,
64,2021,Open,1st,Comp-Sci,,
57,2021,Open,1st,Comp-Sci,,
99,2021,NT-D,1st,Comp-Sci,,
49,2021,SEBC,1st,Comp-Sci,,
100,2021,SBC,1st,Comp-Sci,,
43,2021,NT-D,1st,Comp-Sci,,
80,2021,OBC,1st,Comp-Sci,,
50,2021,SBC,1st,Comp-Sci,,
62,2021,EBC,1st,Comp-Sci,,
36,2021,NT-B,1st,Comp-Sci,,
83,2021,NT-C,1st,Comp-Sci,,
90,2021,SEBC,1st,Comp-Sci,,
53,2021,ST,1st,Comp-Sci,,
58,2021,NT-C,1st,Comp-Sci,,
37,2021,VJ-A,1st,Comp-Sci,,
49,2021,NT-C,1st,Comp-Sci,,
59,2021,SEBC,1st,Comp-Sci,,
76,2021,Open,1st,Comp-Sci,,
48,2021,Open,1st,Comp-Sci,,
85,2021,EBC,1st,Comp-Sci,,
88,2021,NT-B,1st,Comp-Sci,,
53,2021,EBC,1st,Comp-Sci,,
43,2021,OBC,1st,Comp-Sci,,
93,2021,SC,1st,Comp-Sci,,
100,2021,ST,1st,Comp-Sci,,
46,2021,NT-C,1st,Comp-Sci,,
71,2021,VJ-A,1st,Comp-Sci,,
92,2021,NT-B,1st,Comp-Sci,,
59,2021,SC,1st,Comp-Sci,,
71,2021,SC,1st,Comp-Sci,,
63,2021,ST,1st,Comp-Sci,,
80,2021,SEBC,1st,Comp-Sci,,
75,2021,SBC,1st,Comp-Sci,,
55,2021,Open,1st,Comp-Sci,,
68,2021,VJ-A,1st,Comp-Sci,,
86,2021,NT-B,1st,Comp-Sci,,
50,2021,EBC,1st,Comp-Sci,,
53,2021,VJ-A,1st,Comp-Sci,,
38,2021,VJ-A,1st,Comp-Sci,,
51,2021,EBC,1st,Comp-Sci,,
97,2021,Open,1st,Comp-Sci,,
94,2021,SBC,1st,Comp-Sci,,
82,2021,EBC,1st,Comp-Sci,,
67,2021,SC,1st,Comp-Sci,,
90,2021,Open,1st,Comp-Sci,,
39,2021,ST,1st,Comp-Sci,,
60,2021,SBC,1st,Comp-Sci,,
52,2021,ST,1st,Comp-Sci,,
98,2021,SEBC,1st,Comp-Sci,,
55,2021,EBC,1st,Comp-Sci,,
99,2021,NT-B,1st,Comp-Sci,,
65,2021,NT-C,1st,Comp-Sci,,
81,2021,SEBC,1st,Comp-Sci,,
70,2021,NT-D,1st,Comp-Sci,,
96,2021,EBC,1st,Comp-Sci,,
53,2021,EBC,1st,Comp-Sci,,
40,2021,ST,1st,Comp-Sci,,
92,2021,SC,1st,Comp-Sci,,
68,2021,SC,1st,Comp-Sci,,
71,2021,SBC,1st,Comp-Sci,,
39,2021,SC,1st,Comp-Sci,,
66,2021,VJ-A,1st,Comp-Sci,,
87,2021,ST,1st,Comp-Sci,,
58,2021,SEBC,1st,Comp-Sci,,
84,2021,SEBC,1st,Comp-Sci,,
91,2021,ST,1st,Comp-Sci,,
52,2021,NT-D,1st,Comp-Sci,,
55,2021,SC,1st,Comp-Sci,,
76,2021,SBC,1st,Comp-Sci,,
76,2021,SEBC,1st,Comp-Sci,,
58,2021,NT-B,1st,Comp-Sci,,
66,2021,NT-D,1st,Comp-Sci,,
59,2021,EBC,1st,Comp-Sci,,
72,2021,Open,1st,Comp-Sci,,
68,2021,NT-B,1st,Comp-Sci,,
80,2021,SC,1st,Comp-Sci,,
94,2021,NT-B,1st,Comp-Sci,,
36,2021,SEBC,1st,Comp-Sci,,
91,2021,ST,1st,Comp-Sci,,
66,2021,NT-C,1st,Comp-Sci,,
91,2021,EBC,1st,Comp-Sci,,
35,2021,NT-C,1st,Comp-Sci,,
75,2021,Open,1st,Comp-Sci,,
86,2021,EBC,1st,Comp-Sci,,
50,2021,NT-B,1st,Comp-Sci,,
81,2021,ST,1st,Comp-Sci,,
69,2021,Open,1st,Comp-Sci,,
89,2021,SC,1st,Comp-Sci,,
41,2021,NT-C,1st,Comp-Sci,,
79,2021,NT-D,1st,Comp-Sci,,
79,2021,EBC,1st,Comp-Sci,,
53,2021,VJ-A,1st,Comp-Sci,,
83,2021,EBC,1st,Comp-Sci,,
76,2021,NT-B,1st,Comp-Sci,,
77,2021,NT-C,1st,Comp-Sci,,
37,2021,SBC,1st,Comp-Sci,,
67,2021,NT-D,1st,Comp-Sci,,
41,2021,OBC,1st,Comp-Sci,,
98,2021,NT-D,1st,Comp-Sci,,
96,2021,NT-B,1st,Comp-Sci,,
62,2021,EBC,1st,Comp-Sci,,
98,2021,SBC,1st,Comp-Sci,,
84,2021,NT-C,1st,Comp-Sci,,
86,2021,EBC,1st,Comp-Sci,,
49,2021,NT-B,1st,Comp-Sci,,
35,2021,EBC,1st,Comp-Sci,,
44,2021,SEBC,1st,Comp-Sci,,
43,2021,SEBC,1st,Comp-Sci,,
41,2021,SBC,1st,Comp-Sci,,
88,2021,SC,1st,Comp-Sci,,
57,2021,SBC,1st,Comp-Sci,,
52,2021,VJ-A,1st,Comp-Sci,,
87,2021,VJ-A,1st,Comp-Sci,,
51,2021,SC,1st,Comp-Sci,,
97,2021,SBC,1st,Comp-Sci,,
68,2021,EBC,1st,Comp-Sci,,
78,2021,SEBC,1st,Comp-Sci,,
59,2021,VJ-A,1st,Comp-Sci,,
73,2021,ST,1st,Comp-Sci,,
64,2021,ST,1st,Comp-Sci,,
47,2021,EBC,1st,Comp-Sci,,
47,2021,NT-B,1st,Comp-Sci,,
40,2021,ST,1st,Comp-Sci,,
85,2021,NT-D,1st,Comp-Sci,,
42,2021,Open,1st,Comp-Sci,,
56,2021,VJ-A,1st,Comp-Sci,,
93,2021,ST,1st,Comp-Sci,,
63,2021,SC,1st,Comp-Sci,,
66,2021,EBC,1st,Comp-Sci,,
80,2021,NT-B,1st,Comp-Sci,,
87,2021,OBC,1st,Comp-Sci,,
60,2021,VJ-A,1st,Comp-Sci,,
36,2021,SC,1st,Comp-Sci,,
94,2021,ST,1st,Comp-Sci,,
86,2021,SC,1st,Comp-Sci,,
65,2021,OBC,1st,Comp-Sci,,
35,2021,NT-C,1st,Comp-Sci,,
80,2021,NT-D,1st,Comp-Sci,,
96,2021,NT-D,1st,Comp-Sci,,
63,2021,SC,1st,Comp-Sci,,
99,2021,SEBC,1st,Comp-Sci,,
64,2021,NT-D,1st,Comp-Sci,,
68,2021,NT-C,1st,Comp-Sci,,
57,2021,ST,1st,Comp-Sci,,
85,2021,SBC,1st,Comp-Sci,,
57,2021,NT-B,1st,Comp-Sci,,
50,2021,OBC,1st,Comp-Sci,,
98,2021,SEBC,1st,Comp-Sci,,
53,2021,VJ-A,1st,Comp-Sci,,
40,2021,ST,1st,Comp-Sci,,
62,2021,NT-B,1st,Comp-Sci,,
84,2021,Open,1st,Comp-Sci,,
35,2021,OBC,1st,Comp-Sci,,
55,2021,OBC,1st,Comp-Sci,,
87,2021,NT-D,1st,Comp-Sci,,
95,2021,VJ-A,1st,Comp-Sci,,
53,2021,NT-D,1st,Comp-Sci,,
49,2021,OBC,1st,Comp-Sci,,
89,2021,OBC,1st,Comp-Sci,,
76,2021,OBC,1st,Comp-Sci,,
64,2021,NT-B,1st,Comp-Sci,,
73,2021,OBC,1st,Comp-Sci,,
53,2021,OBC,1st,Comp-Sci,,
60,2021,ST,1st,Comp-Sci,,
58,2021,NT-D,1st,Comp-Sci,,
73,2021,SBC,1st,Comp-Sci,,
36,2021,SC,1st,Comp-Sci,,
41,2021,SBC,1st,Comp-Sci,,
93,2021,NT-B,1st,Comp-Sci,,
51,2021,NT-B,1st,Comp-Sci,,
36,2021,SEBC,1st,Comp-Sci,,
46,2021,EBC,1st,Comp-Sci,,
45,2021,SC,1st,Comp-Sci,,
61,2021,EBC,1st,Comp-Sci,,
45,2021,EBC,1st,Comp-Sci,,
83,2021,EBC,1st,Comp-Sci,,
35,2021,SEBC,1st,Comp-Sci,,
88,2021,SBC,1st,Comp-Sci,,
57,2021,SBC,1st,Comp-Sci,,
71,2021,NT-B,1st,Comp-Sci,,
70,2021,OBC,1st,Comp-Sci,,
43,2021,OBC,1st,Comp-Sci,,
92,2021,SC,1st,Comp-Sci,,
44,2021,NT-C,1st,Comp-Sci,,
76,2021,SBC,1st,Comp-Sci,,
64,2021,ST,1st,Comp-Sci,,
95,2021,EBC,1st,Comp-Sci,,
61,2021,NT-D,1st,Comp-Sci,,
91,2021,SC,1st,Comp-Sci,,
85,2021,Open,1st,Comp-Sci,,
48,2021,OBC,1st,Comp-Sci,,
71,2021,SEBC,1st,Comp-Sci,,
100,2021,ST,1st,Comp-Sci,,
98,2021,SEBC,1st,Comp-Sci,,
100,2021,NT-C,1st,Comp-Sci,,
49,2021,SBC,1st,Comp-Sci,,
60,2021,Open,1st,Comp-Sci,,
38,2021,SBC,1st,Comp-Sci,,
56,2021,SBC,1st,Comp-Sci,,
75,2021,NT-B,1st,Comp-Sci,,
60,2021,OBC,1st,Comp-Sci,,
44,2021,SBC,1st,Comp-Sci,,
85,2021,SC,1st,Comp-Sci,,
49,2021,EBC,1st,Comp-Sci,,
88,2021,NT-D,1st,Comp-Sci,,
94,2021,SEBC,1st,Comp-Sci,,
80,2021,EBC,1st,Comp-Sci,,
72,2021,EBC,1st,Comp-Sci,,
91,2021,SEBC,1st,Comp-Sci,,
84,2021,OBC,1st,Comp-Sci,,
93,2021,SBC,1st,Comp-Sci,,
99,2021,SBC,1st,Comp-Sci,,
38,2021,NT-C,1st,Comp-Sci,,
97,2021,SEBC,1st,Comp-Sci,,
75,2021,VJ-A,1st,Comp-Sci,,
73,2021,OBC,1st,Comp-Sci,,
51,2021,SBC,1st,Comp-Sci,,
84,2021,SBC,1st,Comp-Sci,,
59,2021,OBC,1st,Comp-Sci,,
99,2021,OBC,1st,Comp-Sci,,
74,2021,NT-B,1st,Comp-Sci,,
81,2021,ST,1st,Comp-Sci,,
44,2021,VJ-A,1st,Comp-Sci,,
88,2021,NT-D,1st,Comp-Sci,,
43,2021,OBC,1st,Comp-Sci,,
76,2021,EBC,1st,Comp-Sci,,
83,2021,Open,1st,Comp-Sci,,
80,2021,ST,1st,Comp-Sci,,
83,2021,VJ-A,1st,Comp-Sci,,
83,2021,NT-C,1st,Comp-Sci,,
37,2021,OBC,1st,Comp-Sci,,
50,2021,SBC,1st,Comp-Sci,,
52,2021,NT-D,1st,Comp-Sci,,
51,2021,EBC,1st,Comp-Sci,,
79,2021,OBC,1st,Comp-Sci,,
49,2021,SBC,1st,Comp-Sci,,
77,2021,NT-C,1st,Comp-Sci,,
72,2021,SBC,1st,Comp-Sci,,
55,2021,SC,1st,Comp-Sci,,
74,2021,VJ-A,1st,Comp-Sci,,
49,2021,NT-C,1st,Comp-Sci,,
68,2021,Open,1st,Comp-Sci,,
55,2021,NT-B,1st,Comp-Sci,,
75,2021,SC,1st,Comp-Sci,,
68,2021,ST,1st,Comp-Sci,,
68,2021,SEBC,1st,Comp-Sci,,
47,2021,ST,1st,Comp-Sci,,
85,2021,ST,1st,Comp-Sci,,
52,2021,EBC,1st,Comp-Sci,,
46,2021,ST,1st,Comp-Sci,,
41,2021,SBC,1st,Comp-Sci,,
47,2021,Open,1st,Comp-Sci,,
86,2021,VJ-A,1st,Comp-Sci,,
61,2021,OBC,1st,Comp-Sci,,
49,2021,SEBC,1st,Comp-Sci,,
80,2021,OBC,1st,Comp-Sci,,
82,2021,Open,1st,Comp-Sci,,
49,2021,EBC,1st,Comp-Sci,,
79,2021,Open,1st,Comp-Sci,,
50,2021,NT-C,1st,Comp-Sci,,
36,2021,SC,1st,Comp-Sci,,
54,2021,NT-D,1st,Comp-Sci,,
83,2021,SC,1st,Comp-Sci,,
94,2021,EBC,1st,Comp-Sci,,
61,2021,NT-B,1st,Comp-Sci,,
38,2021,OBC,1st,Comp-Sci,,
36,2021,NT-D,1st,Comp-Sci,,
83,2021,NT-C,1st,Comp-Sci,,
94,2021,NT-D,1st,Comp-Sci,,
62,2021,SC,1st,Comp-Sci,,
47,2021,SBC,1st,Comp-Sci,,
88,2021,Open,1st,Comp-Sci,,
99,2021,VJ-A,1st,Comp-Sci,,
89,2021,OBC,1st,Comp-Sci,,
60,2021,EBC,1st,Comp-Sci,,
40,2021,Open,1st,Comp-Sci,,
56,2021,SEBC,1st,Comp-Sci,,
39,2021,SC,1st,Comp-Sci,,
45,2021,OBC,1st,Comp-Sci,,
73,2021,EBC,1st,Comp-Sci,,
91,2021,OBC,1st,Comp-Sci,,
58,2021,OBC,1st,Comp-Sci,,
80,2021,OBC,1st,Comp-Sci,,
40,2021,NT-B,1st,Comp-Sci,,
38,2021,OBC,1st,Comp-Sci,,
36,2021,Open,1st,Comp-Sci,,
70,2021,NT-C,1st,Comp-Sci,,
53,2021,VJ-A,1st,Comp-Sci,,
80,2021,Open,1st,Comp-Sci,,
53,2021,VJ-A,1st,Comp-Sci,,
82,2021,SC,1st,Comp-Sci,,
88,2021,ST,1st,Comp-Sci,,
41,2021,EBC,1st,Comp-Sci,,
82,2021,NT-D,1st,Comp-Sci,,
43,2021,ST,1st,Comp-Sci,,
52,2021,OBC,1st,Comp-Sci,,
37,2021,SBC,1st,Comp-Sci,,
