marks,year,caste,list,cutoff,result
46,2019,NT-C,2nd,37,1
85,2019,Open,2nd,60,1
90,2019,NT-D,2nd,38,1
64,2019,ST,2nd,47,1
47,2019,SC,2nd,37,1
77,2019,Open,2nd,60,1
56,2019,NT-B,2nd,40,1
65,2019,SEBC,2nd,40,1
67,2019,OBC,2nd,59,1
96,2019,OBC,2nd,59,1
52,2019,SEBC,2nd,40,1
68,2019,SC,2nd,37,1
81,2019,VJ-A,2nd,58,1
93,2019,SC,2nd,37,1
81,2019,Open,2nd,60,1
52,2019,NT-B,2nd,40,1
43,2019,SEBC,2nd,40,1
80,2019,SC,2nd,37,1
71,2019,NT-B,2nd,40,1
48,2019,SEBC,2nd,40,1
100,2019,NT-B,2nd,40,1
62,2019,SEBC,2nd,40,1
38,2019,VJ-A,2nd,58,0
35,2019,ST,2nd,47,0
98,2019,SBC,2nd,59,1
86,2019,NT-B,2nd,40,1
65,2019,EBC,2nd,49,1
74,2019,NT-B,2nd,40,1
70,2019,ST,2nd,47,1
56,2019,ST,2nd,47,1
95,2019,SBC,2nd,59,1
63,2019,OBC,2nd,59,1
66,2019,SBC,2nd,59,1
97,2019,EBC,2nd,49,1
92,2019,OBC,2nd,59,1
58,2019,EBC,2nd,49,1
55,2019,NT-B,2nd,40,1
48,2019,Open,2nd,60,0
79,2019,NT-C,2nd,37,1
52,2019,NT-D,2nd,38,1
71,2019,Open,2nd,60,1
81,2019,VJ-A,2nd,58,1
61,2019,SC,2nd,37,1
85,2019,SEBC,2nd,40,1
41,2019,SEBC,2nd,40,1
41,2019,SBC,2nd,59,0
61,2019,Open,2nd,60,1
56,2019,NT-D,2nd,38,1
86,2019,SBC,2nd,59,1
75,2019,EBC,2nd,49,1
58,2019,SC,2nd,37,1
62,2019,ST,2nd,47,1
90,2019,ST,2nd,47,1
47,2019,SBC,2nd,59,0
98,2019,NT-C,2nd,37,1
83,2019,NT-D,2nd,38,1
41,2019,NT-D,2nd,38,1
59,2019,EBC,2nd,49,1
86,2019,ST,2nd,47,1
61,2019,NT-C,2nd,37,1
70,2019,NT-D,2nd,38,1
75,2019,NT-B,2nd,40,1
74,2019,ST,2nd,47,1
76,2019,NT-C,2nd,37,1
37,2019,OBC,2nd,59,0
49,2019,OBC,2nd,59,0
85,2019,SBC,2nd,59,1
47,2019,SBC,2nd,59,0
67,2019,SBC,2nd,59,1
37,2019,SEBC,2nd,40,0
65,2019,NT-C,2nd,37,1
55,2019,NT-D,2nd,38,1
61,2019,SBC,2nd,59,1
81,2019,SBC,2nd,59,1
91,2019,SBC,2nd,59,1
97,2019,VJ-A,2nd,58,1
52,2019,ST,2nd,47,1
41,2019,SBC,2nd,59,0
54,2019,SEBC,2nd,40,1
55,2019,ST,2nd,47,1
56,2019,NT-D,2nd,38,1
93,2019,NT-D,2nd,38,1
72,2019,VJ-A,2nd,58,1
60,2019,OBC,2nd,59,1
86,2019,ST,2nd,47,1
61,2019,SBC,2nd,59,1
75,2019,VJ-A,2nd,58,1
100,2019,Open,2nd,60,1
72,2019,SC,2nd,37,1
66,2019,Open,2nd,60,1
58,2019,OBC,2nd,59,0
49,2019,OBC,2nd,59,0
57,2019,NT-B,2nd,40,1
56,2019,NT-C,2nd,37,1
85,2019,VJ-A,2nd,58,1
68,2019,VJ-A,2nd,58,1
40,2019,VJ-A,2nd,58,0
37,2019,OBC,2nd,59,0
57,2019,EBC,2nd,49,1
99,2019,Open,2nd,60,1
84,2019,ST,2nd,47,1
66,2019,NT-D,2nd,38,1
100,2019,NT-D,2nd,38,1
60,2019,NT-B,2nd,40,1
92,2019,VJ-A,2nd,58,1
35,2019,SBC,2nd,59,0
39,2019,OBC,2nd,59,0
47,2019,NT-B,2nd,40,1
42,2019,ST,2nd,47,0
82,2019,ST,2nd,47,1
54,2019,NT-B,2nd,40,1
66,2019,VJ-A,2nd,58,1
57,2019,SBC,2nd,59,0
49,2019,SC,2nd,37,1
51,2019,NT-B,2nd,40,1
89,2019,SBC,2nd,59,1
50,2019,Open,2nd,60,0
82,2019,NT-D,2nd,38,1
37,2019,EBC,2nd,49,0
93,2019,SC,2nd,37,1
92,2019,SBC,2nd,59,1
59,2019,ST,2nd,47,1
97,2019,EBC,2nd,49,1
46,2019,EBC,2nd,49,0
40,2019,NT-D,2nd,38,1
36,2019,VJ-A,2nd,58,0
60,2019,SC,2nd,37,1
77,2019,ST,2nd,47,1
98,2019,NT-C,2nd,37,1
85,2019,NT-B,2nd,40,1
59,2019,ST,2nd,47,1
36,2019,NT-B,2nd,40,0
79,2019,ST,2nd,47,1
71,2019,Open,2nd,60,1
65,2019,NT-B,2nd,40,1
72,2019,VJ-A,2nd,58,1
93,2019,NT-D,2nd,38,1
41,2019,NT-C,2nd,37,1
65,2019,NT-D,2nd,38,1
42,2019,OBC,2nd,59,0
47,2019,ST,2nd,47,0
49,2019,Open,2nd,60,0
76,2019,SEBC,2nd,40,1
64,2019,NT-C,2nd,37,1
69,2019,NT-B,2nd,40,1
63,2019,SBC,2nd,59,1
58,2019,NT-B,2nd,40,1
86,2019,EBC,2nd,49,1
38,2019,SC,2nd,37,1
82,2019,Open,2nd,60,1
72,2019,OBC,2nd,59,1
46,2019,ST,2nd,47,0
62,2019,VJ-A,2nd,58,1
53,2019,NT-D,2nd,38,1
81,2019,SC,2nd,37,1
66,2019,NT-C,2nd,37,1
69,2019,OBC,2nd,59,1
72,2019,NT-B,2nd,40,1
35,2019,Open,2nd,60,0
75,2019,Open,2nd,60,1
93,2019,NT-B,2nd,40,1
44,2019,SBC,2nd,59,0
64,2019,SC,2nd,37,1
59,2019,VJ-A,2nd,58,1
41,2019,NT-C,2nd,37,1
48,2019,NT-D,2nd,38,1
35,2019,SEBC,2nd,40,0
92,2019,ST,2nd,47,1
92,2019,OBC,2nd,59,1
38,2019,ST,2nd,47,0
56,2019,OBC,2nd,59,0
84,2019,NT-B,2nd,40,1
69,2019,OBC,2nd,59,1
86,2019,Open,2nd,60,1
95,2019,NT-C,2nd,37,1
57,2019,ST,2nd,47,1
52,2019,SBC,2nd,59,0
73,2019,OBC,2nd,59,1
49,2019,SBC,2nd,59,0
72,2019,NT-B,2nd,40,1
35,2019,SC,2nd,37,0
79,2019,NT-B,2nd,40,1
92,2019,NT-C,2nd,37,1
78,2019,SC,2nd,37,1
58,2019,Open,2nd,60,0
82,2019,EBC,2nd,49,1
65,2019,SEBC,2nd,40,1
66,2019,OBC,2nd,59,1
75,2019,OBC,2nd,59,1
82,2019,VJ-A,2nd,58,1
55,2019,SEBC,2nd,40,1
53,2019,NT-D,2nd,38,1
57,2019,SEBC,2nd,40,1
74,2019,OBC,2nd,59,1
68,2019,VJ-A,2nd,58,1
89,2019,SBC,2nd,59,1
78,2019,OBC,2nd,59,1
88,2019,VJ-A,2nd,58,1
53,2019,OBC,2nd,59,0
92,2019,SBC,2nd,59,1
99,2019,SEBC,2nd,40,1
61,2019,NT-C,2nd,37,1
83,2019,ST,2nd,47,1
100,2019,NT-C,2nd,37,1
53,2019,SBC,2nd,59,0
71,2019,NT-B,2nd,40,1
59,2019,EBC,2nd,49,1
73,2019,NT-C,2nd,37,1
54,2019,OBC,2nd,59,0
91,2019,OBC,2nd,59,1
68,2019,SEBC,2nd,40,1
98,2019,SC,2nd,37,1
52,2019,SBC,2nd,59,0
73,2019,VJ-A,2nd,58,1
43,2019,EBC,2nd,49,0
65,2019,SEBC,2nd,40,1
76,2019,SC,2nd,37,1
88,2019,NT-D,2nd,38,1
66,2019,NT-D,2nd,38,1
91,2019,SBC,2nd,59,1
41,2019,NT-C,2nd,37,1
35,2019,VJ-A,2nd,58,0
76,2019,ST,2nd,47,1
84,2019,NT-B,2nd,40,1
86,2019,ST,2nd,47,1
41,2019,ST,2nd,47,0
89,2019,EBC,2nd,49,1
35,2019,VJ-A,2nd,58,0
50,2019,VJ-A,2nd,58,0
99,2019,SBC,2nd,59,1
37,2019,Open,2nd,60,0
48,2019,SC,2nd,37,1
96,2019,NT-B,2nd,40,1
39,2019,EBC,2nd,49,0
89,2019,VJ-A,2nd,58,1
38,2019,Open,2nd,60,0
46,2019,OBC,2nd,59,0
85,2019,SC,2nd,37,1
81,2019,NT-C,2nd,37,1
90,2019,NT-B,2nd,40,1
82,2019,SEBC,2nd,40,1
83,2019,SEBC,2nd,40,1
36,2019,SC,2nd,37,0
83,2019,SBC,2nd,59,1
39,2019,ST,2nd,47,0
58,2019,ST,2nd,47,1
59,2019,NT-B,2nd,40,1
86,2019,Open,2nd,60,1
40,2019,EBC,2nd,49,0
72,2019,NT-D,2nd,38,1
50,2019,NT-D,2nd,38,1
46,2019,NT-D,2nd,38,1
100,2019,Open,2nd,60,1
41,2019,ST,2nd,47,0
70,2019,SBC,2nd,59,1
60,2019,ST,2nd,47,1
45,2019,ST,2nd,47,0
91,2019,Open,2nd,60,1
90,2019,NT-B,2nd,40,1
91,2019,NT-D,2nd,38,1
37,2019,VJ-A,2nd,58,0
97,2019,NT-B,2nd,40,1
70,2019,NT-C,2nd,37,1
63,2019,SBC,2nd,59,1
84,2019,Open,2nd,60,1
72,2019,NT-B,2nd,40,1
50,2019,NT-B,2nd,40,1
99,2019,EBC,2nd,49,1
98,2019,Open,2nd,60,1
95,2019,NT-C,2nd,37,1
64,2019,VJ-A,2nd,58,1
37,2019,SBC,2nd,59,0
52,2019,NT-B,2nd,40,1
64,2019,OBC,2nd,59,1
90,2019,SC,2nd,37,1
89,2019,Open,2nd,60,1
60,2019,VJ-A,2nd,58,1
35,2019,SBC,2nd,59,0
65,2019,ST,2nd,47,1
89,2019,ST,2nd,47,1
59,2019,SC,2nd,37,1
99,2019,NT-C,2nd,37,1
38,2019,NT-C,2nd,37,1
56,2019,NT-D,2nd,38,1
41,2019,NT-C,2nd,37,1
42,2019,VJ-A,2nd,58,0
79,2019,SEBC,2nd,40,1
79,2019,SEBC,2nd,40,1
48,2019,SBC,2nd,59,0
100,2019,Open,2nd,60,1
48,2019,NT-B,2nd,40,1
58,2019,SC,2nd,37,1
45,2019,ST,2nd,47,0
75,2019,SC,2nd,37,1
76,2019,EBC,2nd,49,1
39,2019,SEBC,2nd,40,0
44,2019,OBC,2nd,59,0
84,2019,SC,2nd,37,1
96,2019,SBC,2nd,59,1
39,2019,VJ-A,2nd,58,0
51,2019,Open,2nd,60,0
37,2019,ST,2nd,47,0
43,2019,Open,2nd,60,0
41,2019,SC,2nd,37,1
58,2019,SBC,2nd,59,0
97,2019,OBC,2nd,59,1
75,2019,EBC,2nd,49,1
35,2019,VJ-A,2nd,58,0
94,2019,SC,2nd,37,1
40,2019,Open,2nd,60,0
57,2019,EBC,2nd,49,1
59,2019,SEBC,2nd,40,1
60,2019,EBC,2nd,49,1
75,2019,NT-C,2nd,37,1
51,2019,VJ-A,2nd,58,0
51,2019,Open,2nd,60,0
37,2019,SBC,2nd,59,0
72,2019,NT-D,2nd,38,1
56,2019,ST,2nd,47,1
68,2019,Open,2nd,60,1
35,2019,ST,2nd,47,0
77,2019,OBC,2nd,59,1
68,2019,SEBC,2nd,40,1
81,2019,VJ-A,2nd,58,1
53,2019,NT-C,2nd,37,1
70,2019,SC,2nd,37,1
53,2019,SEBC,2nd,40,1
62,2019,EBC,2nd,49,1
69,2019,SBC,2nd,59,1
55,2019,Open,2nd,60,0
77,2019,SC,2nd,37,1
90,2019,NT-C,2nd,37,1
79,2019,OBC,2nd,59,1
86,2019,SEBC,2nd,40,1
78,2019,NT-B,2nd,40,1
70,2019,VJ-A,2nd,58,1
77,2019,SEBC,2nd,40,1
96,2019,NT-B,2nd,40,1
72,2019,SBC,2nd,59,1
72,2019,EBC,2nd,49,1
61,2019,OBC,2nd,59,1
56,2019,NT-C,2nd,37,1
93,2019,SC,2nd,37,1
68,2019,EBC,2nd,49,1
85,2019,NT-C,2nd,37,1
63,2019,NT-B,2nd,40,1
91,2019,NT-B,2nd,40,1
35,2019,OBC,2nd,59,0
51,2019,SC,2nd,37,1
86,2019,VJ-A,2nd,58,1
98,2019,ST,2nd,47,1
40,2019,NT-B,2nd,40,0
100,2019,SBC,2nd,59,1
73,2019,VJ-A,2nd,58,1
86,2019,SEBC,2nd,40,1
100,2019,SC,2nd,37,1
93,2019,SBC,2nd,59,1
84,2019,VJ-A,2nd,58,1
94,2019,NT-D,2nd,38,1
41,2019,SC,2nd,37,1
60,2019,SBC,2nd,59,1
67,2019,NT-C,2nd,37,1
46,2019,OBC,2nd,59,0
82,2019,NT-D,2nd,38,1
37,2019,Open,2nd,60,0
50,2019,NT-B,2nd,40,1
35,2019,SBC,2nd,59,0
44,2019,NT-D,2nd,38,1
55,2019,ST,2nd,47,1
63,2019,SC,2nd,37,1
87,2019,SEBC,2nd,40,1
93,2019,NT-B,2nd,40,1
71,2019,Open,2nd,60,1
100,2019,SBC,2nd,59,1
40,2019,SC,2nd,37,1
59,2019,SBC,2nd,59,0
81,2019,NT-C,2nd,37,1
66,2019,NT-D,2nd,38,1
94,2019,ST,2nd,47,1
51,2019,OBC,2nd,59,0
46,2019,SEBC,2nd,40,1
72,2019,EBC,2nd,49,1
47,2019,Open,2nd,60,0
37,2019,NT-D,2nd,38,0
52,2019,OBC,2nd,59,0
37,2019,SEBC,2nd,40,0
87,2019,OBC,2nd,59,1
75,2019,NT-D,2nd,38,1
50,2019,SBC,2nd,59,0
71,2019,Open,2nd,60,1
81,2019,SEBC,2nd,40,1
78,2019,NT-D,2nd,38,1
64,2019,VJ-A,2nd,58,1
62,2019,Open,2nd,60,1
63,2019,OBC,2nd,59,1
73,2019,NT-D,2nd,38,1
85,2019,Open,2nd,60,1
55,2019,NT-B,2nd,40,1
48,2019,OBC,2nd,59,0
87,2019,NT-C,2nd,37,1
44,2019,Open,2nd,60,0
40,2019,VJ-A,2nd,58,0
57,2019,NT-D,2nd,38,1
91,2019,NT-C,2nd,37,1
50,2019,SC,2nd,37,1
74,2019,NT-C,2nd,37,1
56,2019,NT-B,2nd,40,1
97,2019,Open,2nd,60,1
48,2019,NT-C,2nd,37,1
100,2019,SBC,2nd,59,1
76,2019,VJ-A,2nd,58,1
48,2019,SC,2nd,37,1
38,2019,SBC,2nd,59,0
49,2019,NT-C,2nd,37,1
67,2019,NT-D,2nd,38,1
57,2019,SC,2nd,37,1
61,2019,NT-B,2nd,40,1
81,2019,Open,2nd,60,1
98,2019,Open,2nd,60,1
94,2019,Open,2nd,60,1
37,2019,Open,2nd,60,0
71,2019,NT-B,2nd,40,1
70,2019,OBC,2nd,59,1
36,2019,SBC,2nd,59,0
95,2019,SEBC,2nd,40,1
65,2019,SEBC,2nd,40,1
75,2019,SC,2nd,37,1
83,2019,Open,2nd,60,1
54,2019,SEBC,2nd,40,1
43,2019,ST,2nd,47,0
80,2019,NT-B,2nd,40,1
61,2019,NT-B,2nd,40,1
73,2019,SC,2nd,37,1
75,2019,NT-D,2nd,38,1
45,2019,SEBC,2nd,40,1
81,2019,NT-C,2nd,37,1
58,2019,ST,2nd,47,1
100,2019,NT-D,2nd,38,1
94,2019,OBC,2nd,59,1
48,2019,SBC,2nd,59,0
53,2019,ST,2nd,47,1
45,2019,NT-B,2nd,40,1
92,2019,SEBC,2nd,40,1
39,2019,ST,2nd,47,0
35,2019,SC,2nd,37,0
53,2019,NT-D,2nd,38,1
61,2019,Open,2nd,60,1
47,2019,NT-D,2nd,38,1
35,2019,NT-C,2nd,37,0
37,2019,SEBC,2nd,40,0
52,2019,ST,2nd,47,1
48,2019,ST,2nd,47,1
47,2019,NT-C,2nd,37,1
62,2019,SC,2nd,37,1
35,2019,EBC,2nd,49,0
80,2019,SEBC,2nd,40,1
92,2019,NT-D,2nd,38,1
61,2019,OBC,2nd,59,1
58,2019,SC,2nd,37,1
99,2019,NT-C,2nd,37,1
45,2019,OBC,2nd,59,0
70,2019,Open,2nd,60,1
66,2019,ST,2nd,47,1
47,2019,NT-C,2nd,37,1
78,2019,ST,2nd,47,1
99,2019,OBC,2nd,59,1
98,2019,ST,2nd,47,1
51,2019,SC,2nd,37,1
44,2019,NT-B,2nd,40,1
75,2019,OBC,2nd,59,1
59,2019,EBC,2nd,49,1
92,2019,NT-D,2nd,38,1
67,2019,SC,2nd,37,1
86,2019,VJ-A,2nd,58,1
81,2019,OBC,2nd,59,1
94,2019,OBC,2nd,59,1
39,2019,Open,2nd,60,0
53,2019,NT-D,2nd,38,1
80,2019,Open,2nd,60,1
97,2019,NT-B,2nd,40,1
57,2019,SEBC,2nd,40,1
78,2019,NT-C,2nd,37,1
95,2019,EBC,2nd,49,1
53,2019,EBC,2nd,49,1
75,2019,SBC,2nd,59,1
94,2019,NT-C,2nd,37,1
54,2019,NT-C,2nd,37,1
36,2019,EBC,2nd,49,0
59,2019,NT-B,2nd,40,1
38,2019,OBC,2nd,59,0
74,2019,NT-B,2nd,40,1
41,2019,SEBC,2nd,40,1
70,2019,NT-C,2nd,37,1
52,2019,EBC,2nd,49,1
87,2019,SC,2nd,37,1
62,2019,EBC,2nd,49,1
88,2019,Open,2nd,60,1
40,2019,NT-D,2nd,38,1
55,2019,NT-D,2nd,38,1
46,2019,Open,2nd,60,0
68,2019,NT-D,2nd,38,1
60,2019,NT-B,2nd,40,1
69,2019,OBC,2nd,59,1
86,2019,VJ-A,2nd,58,1
64,2019,NT-B,2nd,40,1
96,2019,SC,2nd,37,1
74,2019,NT-B,2nd,40,1
76,2019,ST,2nd,47,1
65,2019,OBC,2nd,59,1
82,2019,EBC,2nd,49,1
41,2019,Open,2nd,60,0
41,2019,SC,2nd,37,1
75,2019,SEBC,2nd,40,1
91,2019,SEBC,2nd,40,1
94,2019,NT-B,2nd,40,1
69,2019,SC,2nd,37,1
36,2019,ST,2nd,47,0
75,2019,VJ-A,2nd,58,1
68,2019,SEBC,2nd,40,1
100,2019,EBC,2nd,49,1
53,2019,Open,2nd,60,0
85,2019,SEBC,2nd,40,1
100,2019,ST,2nd,47,1
41,2019,OBC,2nd,59,0
89,2019,VJ-A,2nd,58,1
91,2019,SBC,2nd,59,1
66,2019,VJ-A,2nd,58,1
70,2019,SEBC,2nd,40,1
46,2019,SC,2nd,37,1
63,2019,SEBC,2nd,40,1
46,2019,EBC,2nd,49,0
61,2019,NT-D,2nd,38,1
86,2019,SC,2nd,37,1
100,2019,EBC,2nd,49,1
73,2019,EBC,2nd,49,1
72,2019,OBC,2nd,59,1
50,2019,NT-C,2nd,37,1
54,2019,SEBC,3rd,36,1
72,2019,VJ-A,3rd,47,1
72,2019,NT-B,3rd,37,1
73,2019,ST,3rd,47,1
83,2019,SEBC,3rd,36,1
67,2019,NT-D,3rd,35,1
58,2019,OBC,3rd,47,1
98,2019,NT-B,3rd,37,1
95,2019,VJ-A,3rd,47,1
59,2019,Open,3rd,51,1
56,2019,NT-C,3rd,35,1
48,2019,NT-B,3rd,37,1
99,2019,EBC,3rd,42,1
46,2019,NT-D,3rd,35,1
95,2019,EBC,3rd,42,1
88,2019,OBC,3rd,47,1
76,2019,SBC,3rd,49,1
91,2019,NT-C,3rd,35,1
35,2019,SEBC,3rd,36,0
74,2019,EBC,3rd,42,1
58,2019,SBC,3rd,49,1
51,2019,VJ-A,3rd,47,1
50,2019,NT-C,3rd,35,1
51,2019,NT-C,3rd,35,1
69,2019,Open,3rd,51,1
48,2019,NT-C,3rd,35,1
50,2019,SC,3rd,35,1
67,2019,SC,3rd,35,1
93,2019,NT-D,3rd,35,1
43,2019,VJ-A,3rd,47,0
74,2019,ST,3rd,47,1
95,2019,SEBC,3rd,36,1
78,2019,SBC,3rd,49,1
91,2019,EBC,3rd,42,1
100,2019,NT-D,3rd,35,1
41,2019,NT-D,3rd,35,1
67,2019,ST,3rd,47,1
92,2019,NT-B,3rd,37,1
35,2019,NT-C,3rd,35,0
77,2019,SEBC,3rd,36,1
54,2019,OBC,3rd,47,1
35,2019,SBC,3rd,49,0
74,2019,SC,3rd,35,1
43,2019,Open,3rd,51,0
95,2019,Open,3rd,51,1
78,2019,OBC,3rd,47,1
83,2019,NT-B,3rd,37,1
51,2019,NT-B,3rd,37,1
91,2019,SC,3rd,35,1
54,2019,SEBC,3rd,36,1
57,2019,VJ-A,3rd,47,1
94,2019,SC,3rd,35,1
96,2019,ST,3rd,47,1
36,2019,SC,3rd,35,1
84,2019,OBC,3rd,47,1
40,2019,OBC,3rd,47,0
59,2019,SC,3rd,35,1
89,2019,SC,3rd,35,1
57,2019,NT-C,3rd,35,1
89,2019,VJ-A,3rd,47,1
93,2019,OBC,3rd,47,1
75,2019,SC,3rd,35,1
47,2019,NT-C,3rd,35,1
85,2019,EBC,3rd,42,1
86,2019,ST,3rd,47,1
94,2019,OBC,3rd,47,1
53,2019,OBC,3rd,47,1
58,2019,NT-C,3rd,35,1
66,2019,NT-C,3rd,35,1
64,2019,SBC,3rd,49,1
71,2019,NT-D,3rd,35,1
49,2019,SBC,3rd,49,0
40,2019,EBC,3rd,42,0
50,2019,NT-D,3rd,35,1
78,2019,Open,3rd,51,1
75,2019,NT-D,3rd,35,1
85,2019,Open,3rd,51,1
66,2019,NT-B,3rd,37,1
49,2019,NT-C,3rd,35,1
66,2019,NT-B,3rd,37,1
77,2019,EBC,3rd,42,1
76,2019,VJ-A,3rd,47,1
37,2019,NT-D,3rd,35,1
95,2019,NT-C,3rd,35,1
40,2019,EBC,3rd,42,0
38,2019,NT-D,3rd,35,1
69,2019,NT-C,3rd,35,1
100,2019,SC,3rd,35,1
55,2019,SEBC,3rd,36,1
85,2019,SBC,3rd,49,1
36,2019,SC,3rd,35,1
57,2019,EBC,3rd,42,1
57,2019,NT-C,3rd,35,1
80,2019,OBC,3rd,47,1
51,2019,SBC,3rd,49,1
81,2019,NT-B,3rd,37,1
90,2019,ST,3rd,47,1
62,2019,SBC,3rd,49,1
37,2019,Open,3rd,51,0
64,2019,NT-B,3rd,37,1
96,2019,VJ-A,3rd,47,1
85,2019,NT-B,3rd,37,1
84,2019,SEBC,3rd,36,1
57,2019,VJ-A,3rd,47,1
93,2019,ST,3rd,47,1
43,2019,SC,3rd,35,1
73,2019,ST,3rd,47,1
53,2019,SBC,3rd,49,1
44,2019,EBC,3rd,42,1
84,2019,NT-C,3rd,35,1
69,2019,NT-C,3rd,35,1
52,2019,VJ-A,3rd,47,1
64,2019,ST,3rd,47,1
56,2019,ST,3rd,47,1
48,2019,SC,3rd,35,1
99,2019,NT-C,3rd,35,1
80,2019,SC,3rd,35,1
76,2019,SEBC,3rd,36,1
84,2019,VJ-A,3rd,47,1
76,2019,Open,3rd,51,1
89,2019,NT-D,3rd,35,1
37,2019,VJ-A,3rd,47,0
83,2019,NT-D,3rd,35,1
91,2019,Open,3rd,51,1
81,2019,SEBC,3rd,36,1
42,2019,VJ-A,3rd,47,0
62,2019,NT-C,3rd,35,1
91,2019,Open,3rd,51,1
61,2019,EBC,3rd,42,1
77,2019,SC,3rd,35,1
45,2019,NT-B,3rd,37,1
82,2019,NT-B,3rd,37,1
53,2019,Open,3rd,51,1
86,2019,SEBC,3rd,36,1
87,2019,ST,3rd,47,1
82,2019,NT-D,3rd,35,1
47,2019,NT-C,3rd,35,1
35,2019,OBC,3rd,47,0
96,2019,Open,3rd,51,1
79,2019,SBC,3rd,49,1
74,2019,ST,3rd,47,1
81,2019,SC,3rd,35,1
89,2019,NT-D,3rd,35,1
52,2019,Open,3rd,51,1
72,2019,ST,3rd,47,1
50,2019,NT-C,3rd,35,1
66,2019,VJ-A,3rd,47,1
48,2019,NT-B,3rd,37,1
57,2019,EBC,3rd,42,1
98,2019,NT-B,3rd,37,1
95,2019,Open,3rd,51,1
39,2019,SBC,3rd,49,0
43,2019,SEBC,3rd,36,1
57,2019,OBC,3rd,47,1
93,2019,OBC,3rd,47,1
40,2019,SEBC,3rd,36,1
76,2019,NT-B,3rd,37,1
97,2019,ST,3rd,47,1
45,2019,VJ-A,3rd,47,0
70,2019,SEBC,3rd,36,1
94,2019,SBC,3rd,49,1
75,2019,SBC,3rd,49,1
87,2019,SBC,3rd,49,1
77,2019,NT-D,3rd,35,1
47,2019,NT-C,3rd,35,1
78,2019,SEBC,3rd,36,1
43,2019,EBC,3rd,42,1
91,2019,ST,3rd,47,1
80,2019,EBC,3rd,42,1
88,2019,NT-B,3rd,37,1
83,2019,ST,3rd,47,1
45,2019,NT-B,3rd,37,1
78,2019,EBC,3rd,42,1
65,2019,SEBC,3rd,36,1
92,2019,VJ-A,3rd,47,1
50,2019,SC,3rd,35,1
51,2019,Open,3rd,51,0
96,2019,NT-D,3rd,35,1
58,2019,SBC,3rd,49,1
64,2019,EBC,3rd,42,1
93,2019,NT-C,3rd,35,1
49,2019,VJ-A,3rd,47,1
97,2019,OBC,3rd,47,1
62,2019,NT-D,3rd,35,1
35,2019,Open,3rd,51,0
54,2019,NT-D,3rd,35,1
74,2019,EBC,3rd,42,1
94,2019,SEBC,3rd,36,1
99,2019,Open,3rd,51,1
68,2019,EBC,3rd,42,1
66,2019,SC,3rd,35,1
89,2019,ST,3rd,47,1
38,2019,NT-D,3rd,35,1
57,2019,EBC,3rd,42,1
67,2019,ST,3rd,47,1
71,2019,SC,3rd,35,1
98,2019,OBC,3rd,47,1
47,2019,ST,3rd,47,0
53,2019,VJ-A,3rd,47,1
53,2019,OBC,3rd,47,1
72,2019,NT-D,3rd,35,1
72,2019,SC,3rd,35,1
72,2019,Open,3rd,51,1
61,2019,OBC,3rd,47,1
74,2019,Open,3rd,51,1
36,2019,SBC,3rd,49,0
38,2019,SBC,3rd,49,0
87,2019,EBC,3rd,42,1
92,2019,ST,3rd,47,1
37,2019,NT-D,3rd,35,1
73,2019,NT-D,3rd,35,1
58,2019,SC,3rd,35,1
53,2019,ST,3rd,47,1
53,2019,EBC,3rd,42,1
35,2019,SC,3rd,35,0
62,2019,OBC,3rd,47,1
84,2019,OBC,3rd,47,1
82,2019,ST,3rd,47,1
70,2019,SEBC,3rd,36,1
99,2019,NT-B,3rd,37,1
45,2019,ST,3rd,47,0
42,2019,ST,3rd,47,0
39,2019,SEBC,3rd,36,1
75,2019,OBC,3rd,47,1
36,2019,OBC,3rd,47,0
85,2019,NT-D,3rd,35,1
68,2019,SBC,3rd,49,1
54,2019,VJ-A,3rd,47,1
52,2019,SC,3rd,35,1
88,2019,SBC,3rd,49,1
39,2019,EBC,3rd,42,0
51,2019,NT-B,3rd,37,1
58,2019,NT-C,3rd,35,1
80,2019,SBC,3rd,49,1
47,2019,SEBC,3rd,36,1
42,2019,SEBC,3rd,36,1
87,2019,NT-B,3rd,37,1
63,2019,SEBC,3rd,36,1
84,2019,OBC,3rd,47,1
36,2019,NT-C,3rd,35,1
64,2019,Open,3rd,51,1
45,2019,SC,3rd,35,1
39,2019,NT-C,3rd,35,1
64,2019,ST,3rd,47,1
44,2019,OBC,3rd,47,0
61,2019,EBC,3rd,42,1
50,2019,NT-D,3rd,35,1
98,2019,SBC,3rd,49,1
98,2019,SEBC,3rd,36,1
57,2019,VJ-A,3rd,47,1
81,2019,NT-B,3rd,37,1
49,2019,Open,3rd,51,0
62,2019,Open,3rd,51,1
40,2019,NT-D,3rd,35,1
41,2019,NT-C,3rd,35,1
91,2019,NT-B,3rd,37,1
89,2019,EBC,3rd,42,1
68,2019,SC,3rd,35,1
86,2019,OBC,3rd,47,1
83,2019,NT-D,3rd,35,1
61,2019,EBC,3rd,42,1
83,2019,SEBC,3rd,36,1
84,2019,ST,3rd,47,1
35,2019,ST,3rd,47,0
82,2019,NT-C,3rd,35,1
54,2019,Open,3rd,51,1
42,2019,SBC,3rd,49,0
79,2019,Open,3rd,51,1
75,2019,Open,3rd,51,1
63,2019,Open,3rd,51,1
97,2019,SC,3rd,35,1
40,2019,NT-C,3rd,35,1
76,2019,NT-D,3rd,35,1
78,2019,SC,3rd,35,1
